"COORDINATE_UNCERTAINTY_METERS_INVALID","CONTINENT_COORDINATE_MISMATCH","CONTINENT_COUNTRY_MISMATCH","CONTINENT_DERIVED_FROM_COORDINATES","CONTINENT_DERIVED_FROM_COUNTRY","COORDINATE_ACCURACY_INVALID","COORDINATE_PRECISION_INVALID","COORDINATE_PRECISION_UNCERTAINTY_MISMATCH","COORDINATE_REPROJECTED","ELEVATION_NON_NUMERIC","ELEVATION_NOT_METRIC","ELEVATION_UNLIKELY","CONTINENT_INVALID","COUNTRY_DERIVED_FROM_COORDINATES","COUNTRY_INVALID","ELEVATION_MIN_MAX_SWAPPED","COORDINATE_ROUNDED","DEPTH_MIN_MAX_SWAPPED","DEPTH_NON_NUMERIC","DEPTH_NOT_METRIC","DEPTH_UNLIKELY","COUNTRY_MISMATCH","COORDINATE_REPROJECTION_FAILED","COORDINATE_REPROJECTION_SUSPICIOUS","GEODETIC_DATUM_INVALID","PRESUMED_NEGATED_LATITUDE","PRESUMED_NEGATED_LONGITUDE","PRESUMED_SWAPPED_COORDINATE","GEODETIC_DATUM_ASSUMED_WGS84","COORDINATE_INVALID","COORDINATE_OUT_OF_RANGE","COUNTRY_COORDINATE_MISMATCH","ZERO_COORDINATE","AMBIGUOUS_COLLECTION","AMBIGUOUS_INSTITUTION","BASIS_OF_RECORD_INVALID","COLLECTION_MATCH_FUZZY","COLLECTION_MATCH_NONE","DIFFERENT_OWNER_INSTITUTION","FOOTPRINT_SRS_INVALID","FOOTPRINT_WKT_INVALID","FOOTPRINT_WKT_MISMATCH","GEOREFERENCED_DATE_INVALID","GEOREFERENCED_DATE_UNLIKELY","IDENTIFIED_DATE_INVALID","IDENTIFIED_DATE_UNLIKELY","INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS","INDIVIDUAL_COUNT_INVALID","INSTITUTION_COLLECTION_MISMATCH","INSTITUTION_MATCH_FUZZY","INSTITUTION_MATCH_NONE","INTERPRETATION_ERROR","MODIFIED_DATE_INVALID","MODIFIED_DATE_UNLIKELY","MULTIMEDIA_DATE_INVALID","MULTIMEDIA_URI_INVALID","OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT","OCCURRENCE_STATUS_UNPARSABLE","POSSIBLY_ON_LOAN","RECORDED_DATE_INVALID","RECORDED_DATE_MISMATCH","RECORDED_DATE_UNLIKELY","REFERENCES_URI_INVALID","TAXON_MATCH_AGGREGATE","TAXON_MATCH_FUZZY","TAXON_MATCH_HIGHERRANK","TAXON_MATCH_NONE","TYPE_STATUS_INVALID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_informationWithheld","Ctrl_dataGeneralizations","Ctrl_occurrenceID","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_georeferenceVerificationStatus","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_locationID","Ctrl_higherGeography","Ctrl_islandGroup","Ctrl_island","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_county","Ctrl_municipality","Ctrl_locality","Ctrl_verbatimLocality","Ctrl_locationRemarks","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_verbatimCoordinateSystem","Ctrl_verbatimIdentification","Ctrl_identificationQualifier","Ctrl_typeStatus","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_family","Ctrl_taxonRank","Ctrl_nomenclaturalCode","Ctrl_taxonomicStatus","Ctrl_issue","Ctrl_mediaType","Ctrl_hasCoordinate","Ctrl_hasGeospatialIssues","Ctrl_verbatimScientificName","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_accepted_plant_name_id","wcvp_reviewed","wcvp_searchedName","wcvp_taxon_status_of_searchedName","wcvp_plant_name_id_of_searchedName","wcvp_taxon_authors_of_searchedName","wcvp_verified_author","wcvp_verified_speciesName","wcvp_searchNotes","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_key_year_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_selectedMoreInformativeRecord","Ctrl_thereAreDuplicates","Ctrl_unmatched","Ctrl_unidentifiedSample","Ctrl_sampleTaxonName","Ctrl_matchStatusDuplicates","Ctrl_sampleIdentificationStatus","Ctrl_numberTaxonNamesSample","Ctrl_useful_spatial_analysis","ID"
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3890493",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3890493","MBM380178","1767","Verdi, M;Klemz, G.,Verdi, M.,Hasckel, R.P.",,"PRESENT",2009-03-07,2009,3,7,,"Arbórea.; Floresta Estacional Decidual. Alt.: 430m.",,,,,,"BR","Santa Catarina",,"Caibi","Linha Aparecida",,,-26.9975,-53.235833,,,,,"Sobral, M.",2009-07-17,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LONGITUDE;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.","Brazil","Santa Catarina","Caibi",,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","VERDI",1767,"ACHATOCARPACEAE_VERDI_1767","2009_VERDI_1767",-3,9,6,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","identified",1,TRUE,1257
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3889853",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3889853","MBM356248","22170","Burkart, A;Burkart, A.",,"PRESENT",1960-12-17,1960,12,17,,,,,,,,"AR","Entre Rios",,"Diamante","Quebrada del cementerio.",,,0,0,,,,,,,"Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta","Achatocarpaceae","VARIETY",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta",,,,,500160,"Variety","Accepted","Achatocarpaceae","Achatocarpus praecox var. bicornutus","(Schinz & Autran) Botta",500160,"Y","Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta",,,,100,100,"Accepted","BURKART",22170,"ACHATOCARPACEAE_BURKART_22170","1960_BURKART_22170",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox var. bicornutus","matched","identified",1,FALSE,1258
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3889124",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3889124","MBM350490","8058","Ribas, OS;Silva, J.M.,Ribas, O.S.,Straube, F.C.",,"PRESENT",2009-01-03,2009,1,3,,"Árvore 5m; flor alva.; Área de inundação da represa. Floresta Estacional Semidecidual.",,,,,,"BR","Paraná",,"Telêmaco Borba","Usina Hidrelétrica de Mauá",,,0,0,,,,,"Brotto, M.L.",2020-12-22,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","RIBAS",8058,"ACHATOCARPACEAE_RIBAS_8058","2009_RIBAS_8058",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","identified",1,FALSE,1259
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3871233",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3871233","MBM249493","10825","Pedersen, TM;Pedersen, T.M.",,"PRESENT",1974-11-11,1974,11,11,,"Large shrub.; Scrubby woodland.",,,,,,"AR","Salta",,"Anta","Estancia São Jorge",,,0,0,,,,,"Schinini, A.",2000-01-01,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","PEDERSEN",10825,"ACHATOCARPACEAE_PEDERSEN_10825","1974_PEDERSEN_10825",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","identified",1,FALSE,1262
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3882753",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3882753","MBM295358","5693","Ribas, OS;Ribas, O.S.,Straube, F.C.,Urben Filho, A.",,"PRESENT",2003-12-20,2003,12,20,,"Árvore 5m; fruto imaturo verde.; Floresta Estacional Semidecidual.",,,,,,"BR","Paraná",,"São Pedro do Ivaí","Fazenda Barbacena",,,0,0,,,,,"Ribas, O.S.",2004-01-01,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","RIBAS",5693,"ACHATOCARPACEAE_RIBAS_5693","2003_RIBAS_5693",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","divergent identifications",2,FALSE,1263
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3886848",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3886848","MBM336336","55","Marestoni, TM;Marestoni, T.M.,Francisco, E.M.,Cervigne, N.S.",,"PRESENT",2007-09-25,2007,9,25,,"Árvore 3,5m; flores e botões verdes-claro.; Borda da mata.",,,,,,"BR","Paraná",,"Lupionópolis","Mata São  Francisco, Reserva Natural do Patrimônio Natural",,,0,0,,,,,"Marestoni, T.M.",2007-11-29,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","MARESTONI",55,"ACHATOCARPACEAE_MARESTONI_55","2007_MARESTONI_55",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","identified",1,FALSE,1264
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3885024",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3885024","MBM307884","239","Tomé, MVF;Tomé, M.V.F.",,"PRESENT",1994-11-28,1994,11,28,,"Árvore com espinhos 4,50m; fruto verde.; Borda da mata.",,,,,,"BR","Paraná",,"Santa Mariana","Mata São Francisco",,,0,0,,,,,"Cordeiro, J.",,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","TOME",239,"ACHATOCARPACEAE_TOME_239","1994_TOME_239",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","identified",1,FALSE,1266
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3880003",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3880003","MBM283021","159","Cavalheiro, AL;Cavalheiro, A.L.",,"PRESENT",1999-11-29,1999,11,29,,"Árvore 5m; CAP 50cm; frutos maduros verdes.; Borda do mato.",,,,,,"BR","Paraná",,"Primeiro de Maio","Sítio Barra Bonita",,,0,0,,,,,"Vieira, A.O.S.",2000-01-01,"Achatocarpus praecox Griseb.","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox Griseb.",,,,,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.",500159,"Y","Achatocarpus praecox Griseb.",,,,100,100,"Accepted","CAVALHEIRO",159,"ACHATOCARPACEAE_CAVALHEIRO_159","1999_CAVALHEIRO_159",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox","matched","divergent identifications",2,FALSE,1268
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3830558",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3830558","MBM089760","123026","Steyermark, JA;Steyermark, J.A.,Stoddart, A.,Davidse, G.",,"PRESENT",1980-06-01,1980,6,1,,"Tree 5m.",,,,,,"VE","Zulia",,"Mara","Río Guasare",,,11.716667,-72.258333,,,,,"Liesner, R.",1983-01-01,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus nigricans Triana","Colombia","La Guajira","Uribía",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","STEYERMARK",123026,"ACHATOCARPACEAE_STEYERMARK_123026","1980_STEYERMARK_123026",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,FALSE,1270
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3827567",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3827567","MBM081633","3259","Fryxell, PA;Fryxell, P.A.,Anderson, W.R.",,"PRESENT",1981-05-21,1981,5,21,,"Tree 6-7m tall; fruits green turning purplish.; Patch of thorn forest and adjacent pasture. Alt.: 100m.",,,,,,"MX","San Luis Potosi",,"Valles","Chantol, ca 5km S of La Estribera.",,,0,0,,,,,"Johnson, D.M.",1982-01-01,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus nigricans Triana",,,,,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","FRYXELL",3259,"ACHATOCARPACEAE_FRYXELL_3259","1981_FRYXELL_3259",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,FALSE,1271
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3819809",,"MBM","MBM",,"PRESERVED_SPECIMEN",,,"3819809","MBM057859","11909","Pedersen, TM;Pedersen, T.M.",,"PRESENT",1977-10-05,1977,10,5,,"Shrub 2-3m.; Thicket on rather low ground.",,,,,,"AR","Entre Rios",,"Victoria","Laguna de los Pescados",,,0,0,,,,,"Pedersen, T.M.",,"Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta","Achatocarpaceae","VARIETY",,"ACCEPTED","ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,TRUE,"Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta",,,,,500160,"Variety","Accepted","Achatocarpaceae","Achatocarpus praecox var. bicornutus","(Schinz & Autran) Botta",500160,"Y","Achatocarpus praecox var. bicornutus (Schinz & Autran) Botta",,,,100,100,"Accepted","PEDERSEN",11909,"ACHATOCARPACEAE_PEDERSEN_11909","1977_PEDERSEN_11909",-9,9,0,FALSE,TRUE,FALSE,FALSE,"Achatocarpus praecox var. bicornutus","matched","identified",1,FALSE,1272
