"COORDINATE_UNCERTAINTY_METERS_INVALID","CONTINENT_COORDINATE_MISMATCH","CONTINENT_COUNTRY_MISMATCH","CONTINENT_DERIVED_FROM_COORDINATES","CONTINENT_DERIVED_FROM_COUNTRY","COORDINATE_ACCURACY_INVALID","COORDINATE_PRECISION_INVALID","COORDINATE_PRECISION_UNCERTAINTY_MISMATCH","COORDINATE_REPROJECTED","ELEVATION_NON_NUMERIC","ELEVATION_NOT_METRIC","ELEVATION_UNLIKELY","CONTINENT_INVALID","COUNTRY_DERIVED_FROM_COORDINATES","COUNTRY_INVALID","ELEVATION_MIN_MAX_SWAPPED","COORDINATE_ROUNDED","DEPTH_MIN_MAX_SWAPPED","DEPTH_NON_NUMERIC","DEPTH_NOT_METRIC","DEPTH_UNLIKELY","COUNTRY_MISMATCH","COORDINATE_REPROJECTION_FAILED","COORDINATE_REPROJECTION_SUSPICIOUS","GEODETIC_DATUM_INVALID","PRESUMED_NEGATED_LATITUDE","PRESUMED_NEGATED_LONGITUDE","PRESUMED_SWAPPED_COORDINATE","GEODETIC_DATUM_ASSUMED_WGS84","COORDINATE_INVALID","COORDINATE_OUT_OF_RANGE","COUNTRY_COORDINATE_MISMATCH","ZERO_COORDINATE","AMBIGUOUS_COLLECTION","AMBIGUOUS_INSTITUTION","BASIS_OF_RECORD_INVALID","COLLECTION_MATCH_FUZZY","COLLECTION_MATCH_NONE","DIFFERENT_OWNER_INSTITUTION","FOOTPRINT_SRS_INVALID","FOOTPRINT_WKT_INVALID","FOOTPRINT_WKT_MISMATCH","GEOREFERENCED_DATE_INVALID","GEOREFERENCED_DATE_UNLIKELY","IDENTIFIED_DATE_INVALID","IDENTIFIED_DATE_UNLIKELY","INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS","INDIVIDUAL_COUNT_INVALID","INSTITUTION_COLLECTION_MISMATCH","INSTITUTION_MATCH_FUZZY","INSTITUTION_MATCH_NONE","INTERPRETATION_ERROR","MODIFIED_DATE_INVALID","MODIFIED_DATE_UNLIKELY","MULTIMEDIA_DATE_INVALID","MULTIMEDIA_URI_INVALID","OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD","OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT","OCCURRENCE_STATUS_UNPARSABLE","POSSIBLY_ON_LOAN","RECORDED_DATE_INVALID","RECORDED_DATE_MISMATCH","RECORDED_DATE_UNLIKELY","REFERENCES_URI_INVALID","TAXON_MATCH_AGGREGATE","TAXON_MATCH_FUZZY","TAXON_MATCH_HIGHERRANK","TAXON_MATCH_NONE","TYPE_STATUS_INVALID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_informationWithheld","Ctrl_dataGeneralizations","Ctrl_occurrenceID","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_georeferenceVerificationStatus","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_locationID","Ctrl_higherGeography","Ctrl_islandGroup","Ctrl_island","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_county","Ctrl_municipality","Ctrl_locality","Ctrl_verbatimLocality","Ctrl_locationRemarks","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_verbatimCoordinateSystem","Ctrl_verbatimIdentification","Ctrl_identificationQualifier","Ctrl_typeStatus","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_family","Ctrl_taxonRank","Ctrl_nomenclaturalCode","Ctrl_taxonomicStatus","Ctrl_issue","Ctrl_mediaType","Ctrl_hasCoordinate","Ctrl_hasGeospatialIssues","Ctrl_verbatimScientificName","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_accepted_plant_name_id","wcvp_reviewed","wcvp_searchedName","wcvp_taxon_status_of_searchedName","wcvp_plant_name_id_of_searchedName","wcvp_taxon_authors_of_searchedName","wcvp_verified_author","wcvp_verified_speciesName","wcvp_searchNotes","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_key_year_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_selectedMoreInformativeRecord","Ctrl_thereAreDuplicates","Ctrl_unmatched","Ctrl_unidentifiedSample","Ctrl_sampleTaxonName","Ctrl_matchStatusDuplicates","Ctrl_sampleIdentificationStatus","Ctrl_numberTaxonNamesSample","Ctrl_useful_spatial_analysis","ID","Ctrl_need_revise_id_duplicates"
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"SD",,,"PRESERVED_SPECIMEN",,,"B81456BA-4FE6-436E-B611-E5BFAF1B8BCE",,"9283","Reid Moran",,"PRESENT",1962-04-08,1962,4,8,,,,,,,,"MX","Baja California Sur","Unknown",,"Near mouth of arroyo, west side of Monserrate Island near the south end",,,25.66667,-111.04167,,,,,,,"Phaulothamnus spinescens A.Gray","Achatocarpaceae","SPECIES",,"ACCEPTED","CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,TRUE,FALSE,"Phaulothamnus spinescens","México","Baja California Sur","Loreto",,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray",500166,"Y","Phaulothamnus spinescens A.Gray",,,,100,100,"Accepted","MORAN",9283,"ACHATOCARPACEAE_MORAN_9283","1962_MORAN_9283",-1,6,5,TRUE,FALSE,FALSE,FALSE,"Phaulothamnus spinescens","matched","identified",1,TRUE,1167,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"SD",,,"PRESERVED_SPECIMEN",,,"A139F94F-14F6-4408-BA04-4C5D325578B9",,"181","Marcos Fuerte O.",,"PRESENT",1982-01-14,1982,1,14,,,,,,,,"MX","Baja California Sur","Unknown",,"Vicinity of Loreto.",,,26.00174,-111.36426,,,,,"Jon Rebman, 2006",,"Phaulothamnus spinescens A.Gray","Achatocarpaceae","SPECIES",,"ACCEPTED","CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,TRUE,FALSE,"Phaulothamnus spinescens","México","Baja California Sur","Loreto",,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray",500166,"Y","Phaulothamnus spinescens A.Gray",,,,100,100,"Accepted","FUERTE",181,"ACHATOCARPACEAE_FUERTE_181","1982_FUERTE_181",-1,6,5,TRUE,FALSE,FALSE,FALSE,"Phaulothamnus spinescens","matched","identified",1,TRUE,1168,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"es","Universidad Pedagógica y Tecnológica de Colombia (UPTC)","UPTC-H","Universidad Pedagógica y Tecnológica de Colombia","PRESERVED_SPECIMEN",,,"UPTC:UPTC-H:CND2013",,"CND2013","Díaz Pérez, C. N.;Gil Novoa, J. E.;Mercado, J.;Morales Puentes, M. E.",,"PRESENT",2016-02-12,2016,2,12,,,,,,,,"CO","Cesar","Gamarra","Gamarra","Palenquillo",,,8.434453,-73.724289,,,,,,,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"Achatocarpus nigricans","Colombia","Cesar","Gamarra",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","PEREZ",2013,"ACHATOCARPACEAE_PEREZ_2013","2016_PEREZ_2013",-1,7,6,TRUE,FALSE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,TRUE,1169,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"es","Universidad Pedagógica y Tecnológica de Colombia (UPTC)","UPTC-H","Universidad Pedagógica y Tecnológica de Colombia","PRESERVED_SPECIMEN",,,"UPTC:UPTC-H:CND2030",,"CND2030","Díaz Pérez, C. N.;Gil Novoa, J. E.;Mercado, J.;Morales Puentes, M. E.",,"PRESENT",2016-02-12,2016,2,12,,,,,,,,"CO","Cesar","Gamarra","Gamarra","Palenquillo",,,8.434453,-73.724289,,,,,,,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"Achatocarpus nigricans","Colombia","Cesar","Gamarra",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","PEREZ",2030,"ACHATOCARPACEAE_PEREZ_2030","2016_PEREZ_2030",-1,7,6,TRUE,FALSE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,TRUE,1170,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"es","Universidad Pedagógica y Tecnológica de Colombia (UPTC)","UPTC-H","Universidad Pedagógica y Tecnológica de Colombia","PRESERVED_SPECIMEN",,,"UPTC:UPTC-H:CND4013",,"CND4013","Díaz Pérez, C. N.;Gil Novoa, J. E.;Mercado, J.;Morales Puentes, M. E.",,"PRESENT",2014-07-24,2014,7,24,,,,,,,,"CO","Cesar","Gamarra","Gamarra","Palenquillo",,,8.433811,-73.725508,,,,,,,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"Achatocarpus nigricans","Colombia","Cesar","Gamarra",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","PEREZ",4013,"ACHATOCARPACEAE_PEREZ_4013","2014_PEREZ_4013",-1,7,6,TRUE,FALSE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,TRUE,1171,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"es","Universidad Pedagógica y Tecnológica de Colombia (UPTC)","UPTC-H","Universidad Pedagógica y Tecnológica de Colombia","PRESERVED_SPECIMEN",,,"UPTC:UPTC-H:CND4080",,"CND4080","Díaz Pérez, C. N.;Gil Novoa, J. E.;Mercado, J.;Morales Puentes, M. E.",,"PRESENT",2014-07-24,2014,7,24,,,,,,,,"CO","Cesar","Gamarra","Gamarra","Palenquillo",,,8.433811,-73.725508,,,,,,,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"Achatocarpus nigricans","Colombia","Cesar","Gamarra",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","PEREZ",4080,"ACHATOCARPACEAE_PEREZ_4080","2014_PEREZ_4080",-1,7,6,TRUE,FALSE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,TRUE,1172,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"es","Universidad Pedagógica y Tecnológica de Colombia (UPTC)","UPTC-H","Universidad Pedagógica y Tecnológica de Colombia","PRESERVED_SPECIMEN",,,"UPTC:UPTC-H:DAMORENO3082",,"DAMORENO3082","Moreno Gaona, D. A.;Díaz Pérez, C. N.;Gil Novoa, J. E.;Olaya, A.;J. A.",,"PRESENT",2015-07-25,2015,7,25,,,,,,,,"CO","Cesar","Gamarra","Gamarra","Palenquillo",,,8.433811,-73.725508,,,,,,,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"Achatocarpus nigricans","Colombia","Cesar","Gamarra",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","MORENO",3082,"ACHATOCARPACEAE_MORENO_3082","2015_MORENO_3082",-1,7,6,TRUE,FALSE,FALSE,FALSE,"Achatocarpus nigricans","matched","identified",1,TRUE,1173,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"UTEP","Herb",,"PRESERVED_SPECIMEN",,,"http://arctos.database.museum/guid/UTEP:Herb:36172?seid=5049237","UTEP:Herb:36172",,"Collector(s): O. F. Clarke","accepted","PRESENT",1969-08-29,1969,8,29,"in desert scrub",,,,"Mexico, Sonora",,,"MX","Sonora",,,"just S of Navajoa, off Highway 15, in dumping area, Navojoa","Just S of Navajoa, off Hwy 15 in Dumping Area","georeferencing remarks: assumed Relleno Sanitario which is S of Navajoa",27.013109,-109.381692,"decimal degrees",,"A",,"O. F. Clarke",1969-08-29,"Phaulothamnus spinescens A.Gray","Achatocarpaceae","SPECIES","ICBN","ACCEPTED","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY","StillImage",TRUE,FALSE,"Phaulothamnus spinescens","México","Sonora","Navojoa",,500166,"Species","Accepted","Achatocarpaceae","Phaulothamnus spinescens","A.Gray",500166,"Y","Phaulothamnus spinescens A.Gray",,,,100,100,"Accepted","COLLECTOR",,"ACHATOCARPACEAE_COLLECTOR_","1969_COLLECTOR_",-1,6,5,TRUE,FALSE,TRUE,FALSE,"Phaulothamnus spinescens","unmatched: no recordNumber","identified",1,TRUE,1174,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"B","Herbarium Berolinense",,"PRESERVED_SPECIMEN",,,"https://herbarium.bgbm.org/object/B101070701","B 10 1070701",,"Humboldt,F.W.H.A. von & Bonpland,A.J.A.",,"PRESENT",,,,,,,,,,,,"CO",,,,"Colombia: Quindiu [Quindío,a department of Colombia]  . Leg.: Humboldt,F.W.H.A. von & Bonpland,A.J.A. s.n.",,,4.50472,-75.71167,,,,,"A.Heimerl 1914",,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","StillImage",TRUE,FALSE,"Achatocarpus nigricans Triana","Colombia","Quindío","Armenia",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","HUMBOLDT",,"ACHATOCARPACEAE_HUMBOLDT_","noYear_HUMBOLDT_",-3,4,1,TRUE,FALSE,TRUE,FALSE,"Achatocarpus nigricans","unmatched: no recordNumber","identified",1,TRUE,1175,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"B","Herbarium Berolinense",,"PRESERVED_SPECIMEN",,,"https://herbarium.bgbm.org/object/B101070706","B 10 1070706",,"Balbis,G.B.",,"PRESENT",1822-01-01,1822,,,,,,,,,,"CO",,,,"Colombia: e S.Martha [Santa Marta]. 1822, Leg.: Balbis,G.B. 2655.",,,11.25222,-74.17806,,,,,"A.Heimerl 1914",,"Achatocarpus nigricans Triana","Achatocarpaceae","SPECIES",,"ACCEPTED","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY","StillImage",TRUE,FALSE,"Achatocarpus nigricans Triana","Colombia","Magdalena","Santa Marta",,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana",500156,"Y","Achatocarpus nigricans Triana",,,,100,100,"Accepted","BALBIS",,"ACHATOCARPACEAE_BALBIS_","1822_BALBIS_",-3,5,2,TRUE,FALSE,TRUE,FALSE,"Achatocarpus nigricans","unmatched: no recordNumber","identified",1,TRUE,1176,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"GB","GB",,"PRESERVED_SPECIMEN",,,"GB-0088419","GB-0088419","20007","Sparre",,"PRESENT",1981-03-24,1981,3,24,,,,,,,,"EC","Manabí",,,"Jipijapa",,,-1.35,-80.583333,,,,,,,"Achatocarpus pubescens C.H.Wright","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,TRUE,FALSE,"Achatocarpus pubescens","Ecuador","Manabi","Jipijapa","Jipijapa",500163,"Species","Accepted","Achatocarpaceae","Achatocarpus pubescens","C.H.Wright",500163,"Y","Achatocarpus pubescens C.H.Wright",,,,100,100,"Accepted","SPARRE",20007,"ACHATOCARPACEAE_SPARRE_20007","1981_SPARRE_20007",-3,7,4,TRUE,TRUE,FALSE,FALSE,"Achatocarpus pubescens","matched","identified",1,TRUE,1177,FALSE
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"GB","GB",,"PRESERVED_SPECIMEN",,,"GB-0088418","GB-0088418","19863","Benkt sparre",,"PRESENT",1981-03-12,1981,3,12,,,,,,,,"EC","Manabí",,,,,,-1.066667,-80.65,,,,,,,"Achatocarpus pubescens C.H.Wright","Achatocarpaceae","SPECIES",,"ACCEPTED","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,TRUE,FALSE,"Achatocarpus pubescens","Ecuador","Manabi","Montecristi","Montecristi",500163,"Species","Accepted","Achatocarpaceae","Achatocarpus pubescens","C.H.Wright",500163,"Y","Achatocarpus pubescens C.H.Wright",,,,100,100,"Accepted","SPARRE",19863,"ACHATOCARPACEAE_SPARRE_19863","1981_SPARRE_19863",-3,6,3,TRUE,FALSE,FALSE,FALSE,"Achatocarpus pubescens","matched","identified",1,TRUE,1179,FALSE
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"GB","GB",,"PRESERVED_SPECIMEN",,,"GB-0088417","GB-0088417","22592","Harling & Andersson",,"PRESENT",1985-02-27,1985,2,27,,,,,,,,"EC","Loja",,,,,,-4.08874,-79.65455,,,,,,,"Achatocarpus pubescens C.H.Wright","Achatocarpaceae","SPECIES",,"ACCEPTED","GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_UNCERTAINTY_METERS_INVALID;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",,TRUE,FALSE,"Achatocarpus pubescens","Ecuador","Loja","Paltas","Catacocha",500163,"Species","Accepted","Achatocarpaceae","Achatocarpus pubescens","C.H.Wright",500163,"Y","Achatocarpus pubescens C.H.Wright",,,,100,100,"Accepted","HARLING",22592,"ACHATOCARPACEAE_HARLING_22592","1985_HARLING_22592",-3,6,3,TRUE,FALSE,FALSE,FALSE,"Achatocarpus pubescens","matched","identified",1,TRUE,1180,FALSE
